interval_start_datetime,actual_call_volume,predicted_call_volume,avg_handle_time_sec,traffic_intensity_erlangs,base_required_agents,shrinkage_adjusted_agents,expected_occupancy,service_level_probability,target_service_level,sla_target_sec,max_occupancy,shrinkage_rate
2026-01-05T20:30:00,,257.5862,539.97,77.2712,91,130,0.8491,0.9484,0.8000,20,0.8500,0.3000
2026-01-05T21:00:00,,258.7338,541.37,77.8173,92,132,0.8458,0.9536,0.8000,20,0.8500,0.3000
2026-01-05T21:30:00,,259.2861,542.55,78.1524,92,132,0.8495,0.9490,0.8000,20,0.8500,0.3000
2026-01-05T22:00:00,,262.7785,549.45,80.2133,95,136,0.8444,0.9582,0.8000,20,0.8500,0.3000
2026-01-05T22:30:00,,261.6025,552.68,80.3240,95,136,0.8455,0.9567,0.8000,20,0.8500,0.3000
2026-01-05T23:00:00,,220.0385,554.53,67.7873,80,115,0.8473,0.9351,0.8000,20,0.8500,0.3000
2026-01-05T23:30:00,,178.8327,557.29,55.3672,66,95,0.8389,0.9226,0.8000,20,0.8500,0.3000
2026-01-06T00:00:00,,170.2418,558.00,52.7754,63,90,0.8377,0.9179,0.8000,20,0.8500,0.3000
2026-01-06T00:30:00,,127.2428,558.54,39.4834,47,68,0.8401,0.8656,0.8000,20,0.8500,0.3000
2026-01-06T01:00:00,,102.5221,560.14,31.9036,38,55,0.8396,0.8255,0.8000,20,0.8500,0.3000
2026-01-06T01:30:00,,95.8449,559.95,29.8158,36,52,0.8282,0.8402,0.8000,20,0.8500,0.3000
2026-01-06T02:00:00,,73.6843,560.59,22.9483,28,40,0.8196,0.8080,0.8000,20,0.8500,0.3000
2026-01-06T02:30:00,,59.0375,558.79,18.3276,23,33,0.7969,0.8142,0.8000,20,0.8500,0.3000
2026-01-06T03:00:00,,63.6364,557.34,19.7040,25,36,0.7882,0.8471,0.8000,20,0.8500,0.3000
2026-01-06T03:30:00,,49.5960,554.64,15.2822,20,29,0.7641,0.8445,0.8000,20,0.8500,0.3000
2026-01-06T04:00:00,,49.5960,552.22,15.2154,20,29,0.7608,0.8500,0.8000,20,0.8500,0.3000
2026-01-06T04:30:00,,67.1619,550.21,20.5295,26,38,0.7896,0.8524,0.8000,20,0.8500,0.3000
2026-01-06T05:00:00,,87.6608,541.65,26.3786,32,46,0.8243,0.8263,0.8000,20,0.8500,0.3000
2026-01-06T05:30:00,,97.4331,536.68,29.0504,35,50,0.8300,0.8323,0.8000,20,0.8500,0.3000
2026-01-06T06:00:00,,127.0715,528.98,37.3432,44,63,0.8487,0.8354,0.8000,20,0.8500,0.3000
2026-01-06T06:30:00,,177.8061,523.64,51.7259,61,88,0.8480,0.8968,0.8000,20,0.8500,0.3000
2026-01-06T07:00:00,,210.1660,519.57,60.6639,72,103,0.8426,0.9307,0.8000,20,0.8500,0.3000
2026-01-06T07:30:00,,266.8027,520.58,77.1624,91,130,0.8479,0.9509,0.8000,20,0.8500,0.3000
2026-01-06T08:00:00,,318.3345,511.52,90.4628,107,153,0.8454,0.9690,0.8000,20,0.8500,0.3000
2026-01-06T08:30:00,,354.4943,514.51,101.3274,120,172,0.8444,0.9779,0.8000,20,0.8500,0.3000
2026-01-06T09:00:00,,380.9253,518.18,109.6594,130,186,0.8435,0.9829,0.8000,20,0.8500,0.3000
2026-01-06T09:30:00,,381.7617,520.05,110.2969,130,186,0.8484,0.9797,0.8000,20,0.8500,0.3000
2026-01-06T10:00:00,,384.4125,521.81,111.4394,132,189,0.8442,0.9832,0.8000,20,0.8500,0.3000
2026-01-06T10:30:00,,376.9915,522.91,109.5171,129,185,0.8490,0.9787,0.8000,20,0.8500,0.3000
2026-01-06T11:00:00,,381.9251,522.80,110.9290,131,188,0.8468,0.9811,0.8000,20,0.8500,0.3000
2026-01-06T11:30:00,,381.1643,523.23,110.7985,131,188,0.8458,0.9818,0.8000,20,0.8500,0.3000
2026-01-06T12:00:00,,372.0712,522.59,108.0220,128,183,0.8439,0.9817,0.8000,20,0.8500,0.3000
2026-01-06T12:30:00,,360.1303,525.07,105.0525,124,178,0.8472,0.9775,0.8000,20,0.8500,0.3000
2026-01-06T13:00:00,,365.2185,524.91,106.5042,126,180,0.8453,0.9799,0.8000,20,0.8500,0.3000
2026-01-06T13:30:00,,354.4501,525.27,103.4335,122,175,0.8478,0.9760,0.8000,20,0.8500,0.3000
2026-01-06T14:00:00,,363.9838,523.02,105.7614,125,179,0.8461,0.9789,0.8000,20,0.8500,0.3000
2026-01-06T14:30:00,,347.7443,525.01,101.4272,120,172,0.8452,0.9769,0.8000,20,0.8500,0.3000
2026-01-06T15:00:00,,353.4213,526.36,103.3477,122,175,0.8471,0.9765,0.8000,20,0.8500,0.3000
2026-01-06T15:30:00,,350.7136,528.03,102.8815,122,175,0.8433,0.9792,0.8000,20,0.8500,0.3000
2026-01-06T16:00:00,,329.8633,528.15,96.7881,114,163,0.8490,0.9700,0.8000,20,0.8500,0.3000
2026-01-06T16:30:00,,311.0558,529.49,91.5001,108,155,0.8472,0.9674,0.8000,20,0.8500,0.3000
2026-01-06T17:00:00,,295.9730,528.40,86.8848,103,148,0.8435,0.9671,0.8000,20,0.8500,0.3000
2026-01-06T17:30:00,,310.9767,528.35,91.2809,108,155,0.8452,0.9693,0.8000,20,0.8500,0.3000
2026-01-06T18:00:00,,269.8583,528.94,79.2996,94,135,0.8436,0.9589,0.8000,20,0.8500,0.3000
2026-01-06T18:30:00,,263.2439,534.07,78.1061,92,132,0.8490,0.9501,0.8000,20,0.8500,0.3000
2026-01-06T19:00:00,,259.0582,535.61,77.0857,91,130,0.8471,0.9512,0.8000,20,0.8500,0.3000
2026-01-06T19:30:00,,261.7579,537.12,78.1081,92,132,0.8490,0.9499,0.8000,20,0.8500,0.3000
2026-01-06T20:00:00,,256.4953,539.89,76.9330,91,130,0.8454,0.9531,0.8000,20,0.8500,0.3000
2026-01-06T20:30:00,,266.2753,539.97,79.8778,94,135,0.8498,0.9511,0.8000,20,0.8500,0.3000
2026-01-06T21:00:00,,266.3984,541.37,80.1225,95,136,0.8434,0.9596,0.8000,20,0.8500,0.3000
2026-01-06T21:30:00,,251.5216,542.55,75.8121,90,129,0.8424,0.9555,0.8000,20,0.8500,0.3000
2026-01-06T22:00:00,,243.9125,549.45,74.4545,88,126,0.8461,0.9483,0.8000,20,0.8500,0.3000
2026-01-06T22:30:00,,249.4559,552.68,76.5944,91,130,0.8417,0.9569,0.8000,20,0.8500,0.3000
2026-01-06T23:00:00,,235.6004,554.53,72.5815,86,123,0.8440,0.9482,0.8000,20,0.8500,0.3000
2026-01-06T23:30:00,,209.2937,557.29,64.7980,77,110,0.8415,0.9387,0.8000,20,0.8500,0.3000
2026-01-07T00:00:00,,197.1243,558.00,61.1090,72,103,0.8487,0.9185,0.8000,20,0.8500,0.3000
2026-01-07T00:30:00,,157.0191,558.54,48.7229,58,83,0.8401,0.9014,0.8000,20,0.8500,0.3000
2026-01-07T01:00:00,,102.4859,560.14,31.8924,38,55,0.8393,0.8262,0.8000,20,0.8500,0.3000
2026-01-07T01:30:00,,84.7354,559.95,26.3598,32,46,0.8237,0.8264,0.8000,20,0.8500,0.3000
2026-01-07T02:00:00,,65.9186,560.59,20.5298,26,38,0.7896,0.8519,0.8000,20,0.8500,0.3000
2026-01-07T02:30:00,,65.4681,558.79,20.3239,26,38,0.7817,0.8653,0.8000,20,0.8500,0.3000
2026-01-07T03:00:00,,67.6819,557.34,20.9566,26,38,0.8060,0.8213,0.8000,20,0.8500,0.3000
2026-01-07T03:30:00,,54.5569,554.64,16.8108,22,32,0.7641,0.8625,0.8000,20,0.8500,0.3000
2026-01-07T04:00:00,,59.4212,552.22,18.2297,23,33,0.7926,0.8228,0.8000,20,0.8500,0.3000
2026-01-07T04:30:00,,74.1621,550.21,22.6693,28,40,0.8096,0.8295,0.8000,20,0.8500,0.3000
2026-01-07T05:00:00,,88.0155,541.65,26.4854,32,46,0.8277,0.8190,0.8000,20,0.8500,0.3000
2026-01-07T05:30:00,,81.8965,536.68,24.4181,30,43,0.8139,0.8355,0.8000,20,0.8500,0.3000
2026-01-07T06:00:00,,111.9908,528.98,32.9114,39,56,0.8439,0.8228,0.8000,20,0.8500,0.3000
2026-01-07T06:30:00,,139.5152,523.64,40.5866,48,69,0.8456,0.8600,0.8000,20,0.8500,0.3000
2026-01-07T07:00:00,,196.6847,519.57,56.7726,67,96,0.8474,0.9128,0.8000,20,0.8500,0.3000
2026-01-07T07:30:00,,258.6927,520.58,74.8169,89,128,0.8406,0.9573,0.8000,20,0.8500,0.3000
2026-01-07T08:00:00,,307.3431,511.52,87.3394,103,148,0.8480,0.9633,0.8000,20,0.8500,0.3000
2026-01-07T08:30:00,,339.6552,514.51,97.0859,115,165,0.8442,0.9752,0.8000,20,0.8500,0.3000
2026-01-07T09:00:00,,373.2823,518.18,107.4592,127,182,0.8461,0.9799,0.8000,20,0.8500,0.3000
2026-01-07T09:30:00,,383.9267,520.05,110.9224,131,188,0.8467,0.9813,0.8000,20,0.8500,0.3000
2026-01-07T10:00:00,,372.4739,521.81,107.9784,128,183,0.8436,0.9820,0.8000,20,0.8500,0.3000
2026-01-07T10:30:00,,364.9456,522.91,106.0178,125,179,0.8481,0.9774,0.8000,20,0.8500,0.3000
2026-01-07T11:00:00,,364.3482,522.80,105.8239,125,179,0.8466,0.9785,0.8000,20,0.8500,0.3000
2026-01-07T11:30:00,,364.3482,523.23,105.9103,125,179,0.8473,0.9780,0.8000,20,0.8500,0.3000
2026-01-07T12:00:00,,330.5483,522.59,95.9668,113,162,0.8493,0.9693,0.8000,20,0.8500,0.3000
2026-01-07T12:30:00,,345.7245,525.07,100.8503,119,170,0.8475,0.9746,0.8000,20,0.8500,0.3000
2026-01-07T13:00:00,,337.6034,524.91,98.4512,116,166,0.8487,0.9717,0.8000,20,0.8500,0.3000
2026-01-07T13:30:00,,327.7343,525.27,95.6374,113,162,0.8463,0.9718,0.8000,20,0.8500,0.3000
2026-01-07T14:00:00,,350.6158,523.02,101.8771,120,172,0.8490,0.9740,0.8000,20,0.8500,0.3000
2026-01-07T14:30:00,,356.0277,525.01,103.8432,123,176,0.8443,0.9792,0.8000,20,0.8500,0.3000
2026-01-07T15:00:00,,352.8062,526.36,103.1678,122,175,0.8456,0.9776,0.8000,20,0.8500,0.3000
2026-01-07T15:30:00,,337.1124,528.03,98.8916,117,168,0.8452,0.9751,0.8000,20,0.8500,0.3000
2026-01-07T16:00:00,,297.8092,528.15,87.3828,103,148,0.8484,0.9622,0.8000,20,0.8500,0.3000
2026-01-07T16:30:00,,289.1798,529.49,85.0650,101,145,0.8422,0.9667,0.8000,20,0.8500,0.3000
2026-01-07T17:00:00,,267.8084,528.40,78.6169,93,133,0.8453,0.9559,0.8000,20,0.8500,0.3000
2026-01-07T17:30:00,,281.5777,528.35,82.6514,98,140,0.8434,0.9630,0.8000,20,0.8500,0.3000
2026-01-07T18:00:00,,234.9811,528.94,69.0507,82,118,0.8421,0.9466,0.8000,20,0.8500,0.3000
2026-01-07T18:30:00,,223.1860,534.07,66.2206,78,112,0.8490,0.9304,0.8000,20,0.8500,0.3000
2026-01-07T19:00:00,,231.5612,535.61,68.9037,82,118,0.8403,0.9486,0.8000,20,0.8500,0.3000
2026-01-07T19:30:00,,246.7545,537.12,73.6311,87,125,0.8463,0.9473,0.8000,20,0.8500,0.3000
2026-01-07T20:00:00,,223.7852,539.89,67.1220,79,113,0.8496,0.9307,0.8000,20,0.8500,0.3000
2026-01-07T20:30:00,,223.7852,539.97,67.1315,79,113,0.8498,0.9305,0.8000,20,0.8500,0.3000
2026-01-07T21:00:00,,224.1833,541.37,67.4258,80,115,0.8428,0.9422,0.8000,20,0.8500,0.3000
2026-01-07T21:30:00,,239.2096,542.55,72.1011,85,122,0.8482,0.9417,0.8000,20,0.8500,0.3000
2026-01-07T22:00:00,,245.4568,549.45,74.9259,89,128,0.8419,0.9547,0.8000,20,0.8500,0.3000
2026-01-07T22:30:00,,245.2602,552.68,75.3061,89,128,0.8461,0.9493,0.8000,20,0.8500,0.3000
2026-01-07T23:00:00,,205.8589,554.53,63.4190,75,108,0.8456,0.9295,0.8000,20,0.8500,0.3000
2026-01-07T23:30:00,,175.5668,557.29,54.3561,64,92,0.8493,0.8997,0.8000,20,0.8500,0.3000
2026-01-08T00:00:00,,248.5599,558.00,77.0542,91,130,0.8467,0.9506,0.8000,20,0.8500,0.3000
2026-01-08T00:30:00,,189.2853,558.54,58.7351,70,100,0.8391,0.9302,0.8000,20,0.8500,0.3000
2026-01-08T01:00:00,,163.9862,560.14,51.0305,61,88,0.8366,0.9151,0.8000,20,0.8500,0.3000
2026-01-08T01:30:00,,136.8561,559.95,42.5737,51,73,0.8348,0.8903,0.8000,20,0.8500,0.3000
2026-01-08T02:00:00,,96.6981,560.59,30.1158,36,52,0.8365,0.8216,0.8000,20,0.8500,0.3000
2026-01-08T02:30:00,,93.2752,558.79,28.9563,35,50,0.8273,0.8367,0.8000,20,0.8500,0.3000
2026-01-08T03:00:00,,87.9938,557.34,27.2459,33,48,0.8256,0.8287,0.8000,20,0.8500,0.3000
2026-01-08T03:30:00,,62.0786,554.64,19.1285,24,35,0.7970,0.8229,0.8000,20,0.8500,0.3000
2026-01-08T04:00:00,,60.6222,552.22,18.5981,24,35,0.7749,0.8618,0.8000,20,0.8500,0.3000
2026-01-08T04:30:00,,67.1489,550.21,20.5256,26,38,0.7894,0.8527,0.8000,20,0.8500,0.3000
2026-01-08T05:00:00,,83.4815,541.65,25.1210,31,45,0.8104,0.8486,0.8000,20,0.8500,0.3000
2026-01-08T05:30:00,,87.9618,536.68,26.2265,32,46,0.8196,0.8367,0.8000,20,0.8500,0.3000
2026-01-08T06:00:00,,105.4980,528.98,31.0033,37,53,0.8379,0.8262,0.8000,20,0.8500,0.3000
2026-01-08T06:30:00,,120.9980,523.64,35.1997,42,61,0.8381,0.8512,0.8000,20,0.8500,0.3000
2026-01-08T07:00:00,,163.3625,519.57,47.1542,56,80,0.8420,0.8946,0.8000,20,0.8500,0.3000
2026-01-08T07:30:00,,211.6550,520.58,61.2131,73,105,0.8385,0.9382,0.8000,20,0.8500,0.3000
2026-01-08T08:00:00,,260.1439,511.52,73.9265,87,125,0.8497,0.9440,0.8000,20,0.8500,0.3000
2026-01-08T08:30:00,,299.6675,514.51,85.6559,101,145,0.8481,0.9613,0.8000,20,0.8500,0.3000
2026-01-08T09:00:00,,352.9197,518.18,101.5972,120,172,0.8466,0.9760,0.8000,20,0.8500,0.3000
2026-01-08T09:30:00,,321.7891,520.05,92.9698,110,158,0.8452,0.9710,0.8000,20,0.8500,0.3000
2026-01-08T10:00:00,,358.4529,521.81,103.9138,123,176,0.8448,0.9788,0.8000,20,0.8500,0.3000
2026-01-08T10:30:00,,360.2430,522.91,104.6516,124,178,0.8440,0.9799,0.8000,20,0.8500,0.3000
2026-01-08T11:00:00,,359.6456,522.80,104.4580,123,176,0.8493,0.9755,0.8000,20,0.8500,0.3000
2026-01-08T11:30:00,,328.5177,523.23,95.4949,113,162,0.8451,0.9730,0.8000,20,0.8500,0.3000
2026-01-08T12:00:00,,349.9197,522.59,101.5908,120,172,0.8466,0.9759,0.8000,20,0.8500,0.3000
2026-01-08T12:30:00,,345.7457,525.07,100.8565,119,170,0.8475,0.9745,0.8000,20,0.8500,0.3000
2026-01-08T13:00:00,,314.3381,524.91,91.6666,108,155,0.8488,0.9660,0.8000,20,0.8500,0.3000
2026-01-08T13:30:00,,329.9127,525.27,96.2731,114,163,0.8445,0.9740,0.8000,20,0.8500,0.3000
2026-01-08T14:00:00,,321.2416,523.02,93.3419,110,158,0.8486,0.9678,0.8000,20,0.8500,0.3000
2026-01-08T14:30:00,,314.3381,525.01,91.6835,108,155,0.8489,0.9659,0.8000,20,0.8500,0.3000
2026-01-08T15:00:00,,318.0045,526.36,92.9911,110,158,0.8454,0.9706,0.8000,20,0.8500,0.3000
2026-01-08T15:30:00,,324.9762,528.03,95.3314,113,162,0.8436,0.9740,0.8000,20,0.8500,0.3000
2026-01-08T16:00:00,,290.3273,528.15,85.1875,101,145,0.8434,0.9655,0.8000,20,0.8500,0.3000
2026-01-08T16:30:00,,275.8456,529.49,81.1426,96,138,0.8452,0.9591,0.8000,20,0.8500,0.3000
2026-01-08T17:00:00,,260.9937,528.40,76.6164,91,130,0.8419,0.9577,0.8000,20,0.8500,0.3000
2026-01-08T17:30:00,,259.0994,528.35,76.0534,90,129,0.8450,0.9530,0.8000,20,0.8500,0.3000
2026-01-08T18:00:00,,261.6263,528.94,76.8806,91,130,0.8448,0.9543,0.8000,20,0.8500,0.3000
2026-01-08T18:30:00,,241.0300,534.07,71.5151,85,122,0.8414,0.9512,0.8000,20,0.8500,0.3000
2026-01-08T19:00:00,,239.8654,535.61,71.3747,84,121,0.8497,0.9386,0.8000,20,0.8500,0.3000
2026-01-08T19:30:00,,230.9396,537.12,68.9120,82,118,0.8404,0.9484,0.8000,20,0.8500,0.3000
2026-01-08T20:00:00,,247.5588,539.89,74.2526,88,126,0.8438,0.9516,0.8000,20,0.8500,0.3000
2026-01-08T20:30:00,,247.5588,539.97,74.2632,88,126,0.8439,0.9515,0.8000,20,0.8500,0.3000
2026-01-08T21:00:00,,246.7880,541.37,74.2245,88,126,0.8435,0.9519,0.8000,20,0.8500,0.3000
2026-01-08T21:30:00,,248.8334,542.55,75.0018,89,128,0.8427,0.9540,0.8000,20,0.8500,0.3000
2026-01-08T22:00:00,,248.8334,549.45,75.9566,90,129,0.8440,0.9533,0.8000,20,0.8500,0.3000
2026-01-08T22:30:00,,245.2295,552.68,75.2967,89,128,0.8460,0.9494,0.8000,20,0.8500,0.3000
2026-01-08T23:00:00,,233.8580,554.53,72.0447,85,122,0.8476,0.9421,0.8000,20,0.8500,0.3000
2026-01-08T23:30:00,,191.2432,557.29,59.2095,70,100,0.8459,0.9194,0.8000,20,0.8500,0.3000
2026-01-09T00:00:00,,202.0058,558.00,62.6223,74,106,0.8462,0.9264,0.8000,20,0.8500,0.3000
2026-01-09T00:30:00,,176.7040,558.54,54.8311,65,93,0.8436,0.9126,0.8000,20,0.8500,0.3000
2026-01-09T01:00:00,,154.7750,560.14,48.1641,57,82,0.8450,0.8891,0.8000,20,0.8500,0.3000
2026-01-09T01:30:00,,114.6953,559.95,35.6798,42,61,0.8495,0.8217,0.8000,20,0.8500,0.3000
2026-01-09T02:00:00,,108.0486,560.59,33.6508,40,58,0.8413,0.8318,0.8000,20,0.8500,0.3000
2026-01-09T02:30:00,,98.4150,558.79,30.5519,37,53,0.8257,0.8508,0.8000,20,0.8500,0.3000
2026-01-09T03:00:00,,96.3131,557.34,29.8218,36,52,0.8284,0.8401,0.8000,20,0.8500,0.3000
2026-01-09T03:30:00,,83.9793,554.64,25.8769,32,46,0.8087,0.8571,0.8000,20,0.8500,0.3000
2026-01-09T04:00:00,,83.9793,552.22,25.7638,31,45,0.8311,0.8038,0.8000,20,0.8500,0.3000
2026-01-09T04:30:00,,81.5001,550.21,24.9123,31,45,0.8036,0.8606,0.8000,20,0.8500,0.3000
2026-01-09T05:00:00,,89.1810,541.65,26.8361,33,48,0.8132,0.8550,0.8000,20,0.8500,0.3000
2026-01-09T05:30:00,,87.7152,536.68,26.1529,32,46,0.8173,0.8414,0.8000,20,0.8500,0.3000
2026-01-09T06:00:00,,108.3157,528.98,31.8314,38,55,0.8377,0.8321,0.8000,20,0.8500,0.3000
2026-01-09T06:30:00,,157.8345,523.64,45.9159,55,79,0.8348,0.9045,0.8000,20,0.8500,0.3000
2026-01-09T07:00:00,,196.0624,519.57,56.5930,67,96,0.8447,0.9174,0.8000,20,0.8500,0.3000
2026-01-09T07:30:00,,248.1939,520.58,71.7805,85,122,0.8445,0.9479,0.8000,20,0.8500,0.3000
2026-01-09T08:00:00,,296.7372,511.52,84.3254,100,143,0.8433,0.9656,0.8000,20,0.8500,0.3000
2026-01-09T08:30:00,,333.8632,514.51,95.4303,113,162,0.8445,0.9738,0.8000,20,0.8500,0.3000
2026-01-09T09:00:00,,354.2560,518.18,101.9819,120,172,0.8498,0.9734,0.8000,20,0.8500,0.3000
2026-01-09T09:30:00,,359.7848,520.05,103.9474,123,176,0.8451,0.9787,0.8000,20,0.8500,0.3000
2026-01-09T10:00:00,,361.8473,521.81,104.8978,124,178,0.8460,0.9785,0.8000,20,0.8500,0.3000
2026-01-09T10:30:00,,361.8473,522.91,105.1177,124,178,0.8477,0.9772,0.8000,20,0.8500,0.3000
2026-01-09T11:00:00,,360.6582,522.80,104.7521,124,178,0.8448,0.9793,0.8000,20,0.8500,0.3000
2026-01-09T11:30:00,,361.2498,523.23,105.0097,124,178,0.8469,0.9778,0.8000,20,0.8500,0.3000
2026-01-09T12:00:00,,356.1645,522.59,103.4039,122,175,0.8476,0.9763,0.8000,20,0.8500,0.3000
2026-01-09T12:30:00,,347.2493,525.07,101.2951,120,172,0.8441,0.9777,0.8000,20,0.8500,0.3000
2026-01-09T13:00:00,,342.4792,524.91,99.8731,118,169,0.8464,0.9749,0.8000,20,0.8500,0.3000
2026-01-09T13:30:00,,347.2493,525.27,101.3322,120,172,0.8444,0.9775,0.8000,20,0.8500,0.3000
2026-01-09T14:00:00,,348.0101,523.02,101.1200,119,170,0.8497,0.9727,0.8000,20,0.8500,0.3000
2026-01-09T14:30:00,,335.4068,525.01,97.8287,116,166,0.8434,0.9761,0.8000,20,0.8500,0.3000
2026-01-09T15:00:00,,332.3823,526.36,97.1955,115,165,0.8452,0.9741,0.8000,20,0.8500,0.3000
2026-01-09T15:30:00,,324.7567,528.03,95.2671,113,162,0.8431,0.9745,0.8000,20,0.8500,0.3000
2026-01-09T16:00:00,,310.5018,528.15,91.1071,108,155,0.8436,0.9708,0.8000,20,0.8500,0.3000
2026-01-09T16:30:00,,292.6970,529.49,86.0996,102,146,0.8441,0.9657,0.8000,20,0.8500,0.3000
2026-01-09T17:00:00,,273.9862,528.40,80.4305,95,136,0.8466,0.9565,0.8000,20,0.8500,0.3000
2026-01-09T17:30:00,,273.2948,528.35,80.2202,95,136,0.8444,0.9590,0.8000,20,0.8500,0.3000
2026-01-09T18:00:00,,254.5715,528.94,74.8075,89,128,0.8405,0.9571,0.8000,20,0.8500,0.3000
2026-01-09T18:30:00,,261.7352,534.07,77.6584,92,132,0.8441,0.9560,0.8000,20,0.8500,0.3000
2026-01-09T19:00:00,,261.5265,535.61,77.8202,92,132,0.8459,0.9539,0.8000,20,0.8500,0.3000
2026-01-09T19:30:00,,246.9381,537.12,73.6859,87,125,0.8470,0.9464,0.8000,20,0.8500,0.3000
2026-01-09T20:00:00,,256.3132,539.89,76.8784,91,130,0.8448,0.9538,0.8000,20,0.8500,0.3000
2026-01-09T20:30:00,,244.4277,539.97,73.3239,87,125,0.8428,0.9516,0.8000,20,0.8500,0.3000
2026-01-09T21:00:00,,250.2666,541.37,75.2707,89,128,0.8457,0.9503,0.8000,20,0.8500,0.3000
2026-01-09T21:30:00,,256.3132,542.55,77.2564,91,130,0.8490,0.9485,0.8000,20,0.8500,0.3000
2026-01-09T22:00:00,,250.5956,549.45,76.4945,90,129,0.8499,0.9456,0.8000,20,0.8500,0.3000
2026-01-09T22:30:00,,252.1597,552.68,77.4246,92,132,0.8416,0.9581,0.8000,20,0.8500,0.3000
2026-01-09T23:00:00,,252.4344,554.53,77.7676,92,132,0.8453,0.9537,0.8000,20,0.8500,0.3000
2026-01-09T23:30:00,,240.0562,557.29,74.3222,88,126,0.8446,0.9498,0.8000,20,0.8500,0.3000
2026-01-10T00:00:00,,255.2886,558.00,79.1401,94,135,0.8419,0.9596,0.8000,20,0.8500,0.3000
2026-01-10T00:30:00,,178.8546,558.54,55.4985,66,95,0.8409,0.9193,0.8000,20,0.8500,0.3000
2026-01-10T01:00:00,,166.3399,560.14,51.7629,61,88,0.8486,0.8932,0.8000,20,0.8500,0.3000
2026-01-10T01:30:00,,127.8022,559.95,39.7572,47,68,0.8459,0.8526,0.8000,20,0.8500,0.3000
2026-01-10T02:00:00,,110.2050,560.59,34.3224,41,59,0.8371,0.8461,0.8000,20,0.8500,0.3000
2026-01-10T02:30:00,,100.8622,558.79,31.3116,37,53,0.8463,0.8037,0.8000,20,0.8500,0.3000
2026-01-10T03:00:00,,97.5119,557.34,30.1930,36,52,0.8387,0.8167,0.8000,20,0.8500,0.3000
2026-01-10T03:30:00,,85.7485,554.64,26.4220,32,46,0.8257,0.8225,0.8000,20,0.8500,0.3000
2026-01-10T04:00:00,,84.8624,552.22,26.0347,32,46,0.8136,0.8478,0.8000,20,0.8500,0.3000
2026-01-10T04:30:00,,84.6671,550.21,25.8804,32,46,0.8088,0.8571,0.8000,20,0.8500,0.3000
2026-01-10T05:00:00,,78.4421,541.65,23.6046,29,42,0.8140,0.8283,0.8000,20,0.8500,0.3000
2026-01-10T05:30:00,,87.1153,536.68,25.9741,32,46,0.8117,0.8524,0.8000,20,0.8500,0.3000
2026-01-10T06:00:00,,107.6100,528.98,31.6240,38,55,0.8322,0.8443,0.8000,20,0.8500,0.3000
2026-01-10T06:30:00,,119.3232,523.64,34.7125,41,59,0.8466,0.8266,0.8000,20,0.8500,0.3000
2026-01-10T07:00:00,,135.8863,519.57,39.2233,47,68,0.8345,0.8794,0.8000,20,0.8500,0.3000
2026-01-10T07:30:00,,158.1543,520.58,45.7400,54,78,0.8470,0.8783,0.8000,20,0.8500,0.3000
2026-01-10T08:00:00,,178.0449,511.52,50.5960,60,86,0.8433,0.9039,0.8000,20,0.8500,0.3000
2026-01-10T08:30:00,,228.1549,514.51,65.2150,77,110,0.8469,0.9330,0.8000,20,0.8500,0.3000
2026-01-10T09:00:00,,245.5598,518.18,70.6909,84,121,0.8416,0.9505,0.8000,20,0.8500,0.3000
2026-01-10T09:30:00,,251.2927,520.05,72.6023,86,123,0.8442,0.9496,0.8000,20,0.8500,0.3000
2026-01-10T10:00:00,,256.4917,521.81,74.3557,88,126,0.8450,0.9510,0.8000,20,0.8500,0.3000
2026-01-10T10:30:00,,250.6410,522.91,72.8119,86,123,0.8467,0.9463,0.8000,20,0.8500,0.3000
2026-01-10T11:00:00,,250.9533,522.80,72.8887,86,123,0.8475,0.9451,0.8000,20,0.8500,0.3000
2026-01-10T11:30:00,,250.8895,523.23,72.9296,86,123,0.8480,0.9444,0.8000,20,0.8500,0.3000
2026-01-10T12:00:00,,248.4857,522.59,72.1419,85,122,0.8487,0.9421,0.8000,20,0.8500,0.3000
2026-01-10T12:30:00,,253.4787,525.07,73.9415,87,125,0.8499,0.9430,0.8000,20,0.8500,0.3000
2026-01-10T13:00:00,,253.4787,524.91,73.9189,87,125,0.8496,0.9434,0.8000,20,0.8500,0.3000
2026-01-10T13:30:00,,248.4939,525.27,72.5140,86,123,0.8432,0.9506,0.8000,20,0.8500,0.3000
2026-01-10T14:00:00,,247.8421,523.02,72.0145,85,122,0.8472,0.9441,0.8000,20,0.8500,0.3000
2026-01-10T14:30:00,,253.4787,525.01,73.9326,87,125,0.8498,0.9432,0.8000,20,0.8500,0.3000
2026-01-10T15:00:00,,240.9775,526.36,70.4668,83,119,0.8490,0.9386,0.8000,20,0.8500,0.3000
2026-01-10T15:30:00,,248.1734,528.03,72.8014,86,123,0.8465,0.9462,0.8000,20,0.8500,0.3000
2026-01-10T16:00:00,,250.2352,528.15,73.4237,87,125,0.8440,0.9507,0.8000,20,0.8500,0.3000
2026-01-10T16:30:00,,251.5644,529.49,74.0001,88,126,0.8409,0.9555,0.8000,20,0.8500,0.3000
2026-01-10T17:00:00,,244.7510,528.40,71.8483,85,122,0.8453,0.9465,0.8000,20,0.8500,0.3000
2026-01-10T17:30:00,,249.9086,528.35,73.3556,87,125,0.8432,0.9517,0.8000,20,0.8500,0.3000
