model,interval_start_datetime,actual_call_volume,predicted_call_volume,avg_handle_time_sec,traffic_intensity_erlangs,base_required_agents,shrinkage_adjusted_agents,expected_occupancy,service_level_probability,target_service_level,sla_target_sec,max_occupancy,shrinkage_rate
hist_gradient_boosting,2026-01-15T13:00:00,,317.3597,524.91,92.5478,109,156,0.8491,0.9665,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-15T13:30:00,,318.1205,525.27,92.8320,110,158,0.8439,0.9719,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-15T14:00:00,,317.3597,523.02,92.2140,109,156,0.8460,0.9695,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-15T14:30:00,,305.5171,525.01,89.1107,105,150,0.8487,0.9637,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-15T15:00:00,,302.1464,526.36,88.3539,104,149,0.8496,0.9618,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-15T15:30:00,,288.9788,528.03,84.7716,100,143,0.8477,0.9602,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-15T16:00:00,,267.6326,528.15,78.5285,93,133,0.8444,0.9570,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-15T16:30:00,,250.9516,529.49,73.8198,87,125,0.8485,0.9447,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-15T17:00:00,,233.5637,528.40,68.5642,81,116,0.8465,0.9392,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-15T17:30:00,,232.2826,528.35,68.1819,81,116,0.8418,0.9457,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-15T18:00:00,,228.0504,528.94,67.0141,79,113,0.8483,0.9334,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-15T18:30:00,,212.2631,534.07,62.9798,75,108,0.8397,0.9392,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-15T19:00:00,,212.2651,535.61,63.1619,75,108,0.8422,0.9356,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-15T19:30:00,,209.4429,537.12,62.4974,74,106,0.8446,0.9302,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-15T20:00:00,,214.5435,539.89,64.3500,76,109,0.8467,0.9302,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-15T20:30:00,,214.5435,539.97,64.3592,76,109,0.8468,0.9300,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-15T21:00:00,,214.5435,541.37,64.5265,76,109,0.8490,0.9264,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-15T21:30:00,,216.5122,542.55,65.2598,77,110,0.8475,0.9305,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-15T22:00:00,,216.5122,549.45,66.0905,78,112,0.8473,0.9321,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-15T22:30:00,,212.9850,552.68,65.3962,77,110,0.8493,0.9271,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-15T23:00:00,,201.4055,554.53,62.0471,73,105,0.8500,0.9185,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-15T23:30:00,,170.8898,557.29,52.9080,63,90,0.8398,0.9145,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T00:00:00,,173.6860,558.00,53.8431,64,92,0.8413,0.9142,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T00:30:00,,149.7305,558.54,46.4613,55,79,0.8448,0.8836,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T01:00:00,,139.0358,560.14,43.2662,51,73,0.8484,0.8624,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T01:30:00,,97.0428,559.95,30.1884,36,52,0.8386,0.8168,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T02:00:00,,88.2705,560.59,27.4911,33,48,0.8331,0.8118,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T02:30:00,,75.7636,558.79,23.5200,29,42,0.8110,0.8332,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T03:00:00,,75.2149,557.34,23.2891,29,42,0.8031,0.8487,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T03:30:00,,66.5053,554.64,20.4926,26,38,0.7882,0.8547,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T04:00:00,,66.5053,552.22,20.4030,26,38,0.7847,0.8606,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T04:30:00,,66.5053,550.21,20.3288,26,38,0.7819,0.8654,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T05:00:00,,71.7070,541.65,21.5779,27,39,0.7992,0.8430,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T05:30:00,,71.4911,536.68,21.3156,27,39,0.7895,0.8605,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T06:00:00,,96.8794,528.98,28.4705,34,49,0.8374,0.8100,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T06:30:00,,154.7478,523.64,45.0179,53,76,0.8494,0.8697,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T07:00:00,,185.4273,519.57,53.5232,63,90,0.8496,0.8992,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T07:30:00,,230.9422,520.58,66.7911,79,113,0.8455,0.9381,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T08:00:00,,272.6802,511.52,77.4890,92,132,0.8423,0.9591,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T08:30:00,,302.2714,514.51,86.4002,102,146,0.8471,0.9633,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T09:00:00,,315.8401,518.18,90.9229,107,153,0.8497,0.9645,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T09:30:00,,321.7150,520.05,92.9484,110,158,0.8450,0.9712,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T10:00:00,,321.7150,521.81,93.2637,110,158,0.8479,0.9685,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T10:30:00,,321.7150,522.91,93.4591,110,158,0.8496,0.9668,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T11:00:00,,321.1176,522.80,93.2677,110,158,0.8479,0.9685,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T11:30:00,,321.1176,523.23,93.3439,110,158,0.8486,0.9678,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T12:00:00,,316.0323,522.59,91.7524,108,155,0.8496,0.9653,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T12:30:00,,308.6865,525.07,90.0460,106,152,0.8495,0.9637,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T13:00:00,,308.0982,524.91,89.8469,106,152,0.8476,0.9656,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T13:30:00,,308.6865,525.27,90.0790,106,152,0.8498,0.9633,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T14:00:00,,308.6865,523.02,89.6939,106,152,0.8462,0.9671,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T14:30:00,,295.4471,525.01,86.1736,102,146,0.8448,0.9651,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T15:00:00,,291.3156,526.36,85.1867,101,145,0.8434,0.9656,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T15:30:00,,280.1607,528.03,82.1849,97,139,0.8473,0.9578,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T16:00:00,,263.2803,528.15,77.2514,91,130,0.8489,0.9492,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T16:30:00,,250.0490,529.49,73.5543,87,125,0.8455,0.9488,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T17:00:00,,232.7102,528.40,68.3136,81,116,0.8434,0.9435,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T17:30:00,,232.0187,528.35,68.1044,81,116,0.8408,0.9469,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T18:00:00,,223.3676,528.94,65.6380,78,112,0.8415,0.9416,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T18:30:00,,220.9826,534.07,65.5669,78,112,0.8406,0.9426,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T19:00:00,,220.9804,535.61,65.7553,78,112,0.8430,0.9392,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T19:30:00,,214.5969,537.12,64.0353,76,109,0.8426,0.9366,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T20:00:00,,217.6022,539.89,65.2674,77,110,0.8476,0.9305,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T20:30:00,,212.6564,539.97,63.7931,76,109,0.8394,0.9409,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T21:00:00,,217.6022,541.37,65.4465,77,110,0.8500,0.9267,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T21:30:00,,217.6022,542.55,65.5883,78,112,0.8409,0.9418,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T22:00:00,,217.9311,549.45,66.5236,79,113,0.8421,0.9414,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T22:30:00,,217.9311,552.68,66.9148,79,113,0.8470,0.9340,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T23:00:00,,211.7547,554.53,65.2353,77,110,0.8472,0.9304,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-16T23:30:00,,199.1275,557.29,61.6505,73,105,0.8445,0.9274,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T00:00:00,,223.0841,558.00,69.1566,82,118,0.8434,0.9435,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T00:30:00,,171.6104,558.54,53.2506,63,90,0.8452,0.9048,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T01:00:00,,164.8866,560.14,51.3107,61,88,0.8412,0.9072,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T01:30:00,,117.0130,559.95,36.4008,43,62,0.8465,0.8338,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T02:00:00,,96.7096,560.59,30.1193,36,52,0.8366,0.8213,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T02:30:00,,86.2230,558.79,26.7670,33,48,0.8111,0.8580,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T03:00:00,,80.8180,557.34,25.0240,31,45,0.8072,0.8536,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T03:30:00,,71.7645,554.64,22.1131,27,39,0.8190,0.8020,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T04:00:00,,69.4219,552.22,21.2977,27,39,0.7888,0.8608,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T04:30:00,,69.6722,550.21,21.2969,27,39,0.7888,0.8609,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T05:00:00,,69.1823,541.65,20.8181,26,38,0.8007,0.8327,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T05:30:00,,70.5350,536.68,21.0305,26,38,0.8089,0.8168,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T06:00:00,,89.9331,528.98,26.4292,32,46,0.8259,0.8238,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T06:30:00,,109.3027,523.64,31.7974,38,55,0.8368,0.8346,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T07:00:00,,120.2572,519.57,34.7120,41,59,0.8466,0.8270,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T07:30:00,,161.4597,520.58,46.6960,55,79,0.8490,0.8774,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T08:00:00,,174.8878,511.52,49.6988,59,85,0.8424,0.9029,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T08:30:00,,200.6365,514.51,57.3493,68,98,0.8434,0.9220,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T09:00:00,,210.6182,518.18,60.6320,72,103,0.8421,0.9315,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T09:30:00,,218.8141,520.05,63.2188,75,108,0.8429,0.9354,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T10:00:00,,218.8141,521.81,63.4332,75,108,0.8458,0.9310,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T10:30:00,,218.8141,522.91,63.5661,75,108,0.8475,0.9281,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T11:00:00,,218.6706,522.80,63.5122,75,108,0.8468,0.9293,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T11:30:00,,218.6706,523.23,63.5641,75,108,0.8475,0.9282,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T12:00:00,,214.1007,522.59,62.1590,74,106,0.8400,0.9378,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T12:30:00,,214.0819,525.07,62.4492,74,106,0.8439,0.9319,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T13:00:00,,214.0819,524.91,62.4301,74,106,0.8437,0.9323,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T13:30:00,,213.4572,525.27,62.2898,74,106,0.8418,0.9351,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T14:00:00,,213.5065,523.02,62.0378,73,105,0.8498,0.9207,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T14:30:00,,214.0819,525.01,62.4416,74,106,0.8438,0.9321,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T15:00:00,,205.5975,526.36,60.1210,71,102,0.8468,0.9217,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T15:30:00,,212.3229,528.03,62.2847,74,106,0.8417,0.9350,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T16:00:00,,218.4038,528.15,64.0838,76,109,0.8432,0.9362,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T16:30:00,,215.1909,529.49,63.3005,75,108,0.8440,0.9332,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T17:00:00,,210.1956,528.40,61.7043,73,105,0.8453,0.9278,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T17:30:00,,215.1856,528.35,63.1634,75,108,0.8422,0.9360,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T18:00:00,,205.6717,528.94,60.4380,72,103,0.8394,0.9348,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T18:30:00,,206.2638,534.07,61.1997,72,103,0.8500,0.9177,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T19:00:00,,212.8187,535.61,63.3266,75,108,0.8444,0.9324,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T19:30:00,,210.0730,537.12,62.6854,74,106,0.8471,0.9262,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T20:00:00,,213.5637,539.89,64.0561,76,109,0.8428,0.9361,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T20:30:00,,209.3596,539.97,62.8041,74,106,0.8487,0.9234,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T21:00:00,,219.3841,541.37,65.9824,78,112,0.8459,0.9347,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T21:30:00,,219.3841,542.55,66.1254,78,112,0.8478,0.9318,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T22:00:00,,226.4651,549.45,69.1286,82,118,0.8430,0.9444,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T22:30:00,,226.4651,552.68,69.5352,82,118,0.8480,0.9372,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T23:00:00,,226.4651,554.53,69.7672,83,119,0.8406,0.9487,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-17T23:30:00,,231.2802,557.29,71.6051,85,122,0.8424,0.9488,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T00:00:00,,209.6973,558.00,65.0067,77,110,0.8442,0.9347,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T00:30:00,,166.4904,558.54,51.6619,61,88,0.8469,0.8966,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T01:00:00,,183.0982,560.14,56.9779,68,98,0.8379,0.9280,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T01:30:00,,117.2461,559.95,36.4733,43,62,0.8482,0.8297,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T02:00:00,,112.7401,560.59,35.1119,42,61,0.8360,0.8532,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T02:30:00,,80.9967,558.79,25.1446,31,45,0.8111,0.8461,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T03:00:00,,80.7668,557.34,25.0081,31,45,0.8067,0.8546,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T03:30:00,,70.2569,554.64,21.6486,27,39,0.8018,0.8373,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T04:00:00,,69.3707,552.22,21.2820,27,39,0.7882,0.8617,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T04:30:00,,69.6210,550.21,21.2812,27,39,0.7882,0.8619,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T05:00:00,,66.6519,541.65,20.0567,25,36,0.8023,0.8217,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T05:30:00,,66.1199,536.68,19.7141,25,36,0.7886,0.8475,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T06:00:00,,78.9512,528.98,23.2018,29,42,0.8001,0.8558,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T06:30:00,,103.1111,523.64,29.9962,36,52,0.8332,0.8317,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T07:00:00,,143.6669,519.57,41.4691,49,70,0.8463,0.8624,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T07:30:00,,181.3405,520.58,52.4458,62,89,0.8459,0.9035,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T08:00:00,,187.0753,511.52,53.1622,63,90,0.8438,0.9103,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T08:30:00,,196.2719,514.51,56.1017,67,96,0.8373,0.9294,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T09:00:00,,203.9341,518.18,58.7078,70,100,0.8387,0.9329,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T09:30:00,,215.3063,520.05,62.2053,74,106,0.8406,0.9370,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T10:00:00,,210.2583,521.81,60.9529,72,103,0.8466,0.9243,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T10:30:00,,215.3063,522.91,62.5471,74,106,0.8452,0.9300,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T11:00:00,,210.5068,522.80,61.1411,72,103,0.8492,0.9198,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T11:30:00,,211.1586,523.23,61.3805,73,105,0.8408,0.9348,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T12:00:00,,208.1030,522.59,60.4177,72,103,0.8391,0.9356,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T12:30:00,,212.9052,525.07,62.1059,74,106,0.8393,0.9386,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T13:00:00,,207.4595,524.91,60.4989,72,103,0.8403,0.9338,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T13:30:00,,207.5233,525.27,60.5582,72,103,0.8411,0.9326,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T14:00:00,,207.5233,523.02,60.2993,71,102,0.8493,0.9176,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T14:30:00,,208.1113,525.01,60.7002,72,103,0.8431,0.9296,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T15:00:00,,212.3240,526.36,62.0879,74,106,0.8390,0.9389,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T15:30:00,,204.4395,528.03,59.9721,71,102,0.8447,0.9250,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T16:00:00,,211.4139,528.15,62.0328,73,105,0.8498,0.9204,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T16:30:00,,205.3685,529.49,60.4111,72,103,0.8390,0.9353,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T17:00:00,,206.0547,528.40,60.4887,72,103,0.8401,0.9338,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T17:30:00,,204.4750,528.35,60.0195,71,102,0.8453,0.9239,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T18:00:00,,205.0191,528.94,60.2462,71,102,0.8485,0.9186,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T18:30:00,,205.3504,534.07,60.9287,72,103,0.8462,0.9241,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T19:00:00,,205.7044,535.61,61.2097,73,105,0.8385,0.9375,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T19:30:00,,199.8232,537.12,59.6269,71,102,0.8398,0.9320,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T20:00:00,,199.5860,539.89,59.8637,71,102,0.8432,0.9268,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T20:30:00,,200.9046,539.97,60.2678,71,102,0.8488,0.9174,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T21:00:00,,211.1514,541.37,63.5063,75,108,0.8468,0.9283,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T21:30:00,,201.4003,542.55,60.7049,72,103,0.8431,0.9286,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T22:00:00,,217.2045,549.45,66.3018,79,113,0.8393,0.9451,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T22:30:00,,213.6901,552.68,65.6127,78,112,0.8412,0.9409,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T23:00:00,,203.9389,554.53,62.8275,74,106,0.8490,0.9220,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-18T23:30:00,,190.7753,557.29,59.0647,70,100,0.8438,0.9229,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T00:00:00,,154.0648,558.00,47.7605,57,82,0.8379,0.9026,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T00:30:00,,119.8200,558.54,37.1801,44,63,0.8450,0.8421,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T01:00:00,,98.4955,560.14,30.6506,37,53,0.8284,0.8452,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T01:30:00,,82.6501,559.95,25.7111,31,45,0.8294,0.8073,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T02:00:00,,71.3292,560.59,22.2148,28,40,0.7934,0.8592,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T02:30:00,,60.2794,558.79,18.7131,24,35,0.7797,0.8537,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T03:00:00,,55.9572,557.34,17.3263,22,32,0.7876,0.8229,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T03:30:00,,57.3398,554.64,17.6684,23,33,0.7682,0.8644,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T04:00:00,,60.3248,552.22,18.5069,24,35,0.7711,0.8678,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T04:30:00,,62.2041,550.21,19.0141,24,35,0.7923,0.8321,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T05:00:00,,62.2041,541.65,18.7183,24,35,0.7799,0.8542,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T05:30:00,,63.4102,536.68,18.9062,24,35,0.7878,0.8410,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T06:00:00,,87.6377,528.98,25.7546,31,45,0.8308,0.8061,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T06:30:00,,106.0767,523.64,30.8589,37,53,0.8340,0.8354,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T07:00:00,,153.9524,519.57,44.4380,53,76,0.8385,0.8923,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T07:30:00,,176.6457,520.58,51.0880,61,88,0.8375,0.9158,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T08:00:00,,211.6713,511.52,60.1518,71,102,0.8472,0.9219,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T08:30:00,,219.8039,514.51,62.8280,74,106,0.8490,0.9244,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T09:00:00,,239.0194,518.18,68.8080,81,116,0.8495,0.9354,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T09:30:00,,249.1212,520.05,71.9750,85,122,0.8468,0.9449,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T10:00:00,,249.1212,521.81,72.2191,85,122,0.8496,0.9408,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T10:30:00,,249.1212,522.91,72.3704,86,123,0.8415,0.9528,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T11:00:00,,248.5238,522.80,72.1830,85,122,0.8492,0.9414,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T11:30:00,,248.5238,523.23,72.2420,85,122,0.8499,0.9404,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T12:00:00,,239.8503,522.59,69.6348,82,118,0.8492,0.9371,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T12:30:00,,233.6033,525.07,68.1437,81,116,0.8413,0.9465,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T13:00:00,,233.6033,524.91,68.1229,81,116,0.8410,0.9468,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T13:30:00,,233.6033,525.27,68.1687,81,116,0.8416,0.9461,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T14:00:00,,233.6033,523.02,67.8772,80,115,0.8485,0.9351,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T14:30:00,,239.6550,525.01,69.9006,83,119,0.8422,0.9480,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T15:00:00,,239.0246,526.36,69.8957,83,119,0.8421,0.9481,0.8000,20,0.8500,0.3000
hist_gradient_boosting,2026-01-19T15:30:00,,230.6102,528.03,67.6493,80,115,0.8456,0.9390,0.8000,20,0.8500,0.3000
